Gene name,ENS ID
CELSR3,ENSG00000008300
CEND1,ENSG00000184524
CENPB,ENSG00000125817
CENPC,ENSG00000145241
CENPE,ENSG00000138778
CENPF,ENSG00000117724
CENPH,ENSG00000153044
CENPI,ENSG00000102384
CENPK,ENSG00000123219
CENPL,ENSG00000120334
CENPM,ENSG00000100162
CENPN,ENSG00000166451
CENPO,ENSG00000138092
CENPP,ENSG00000188312
CENPQ,ENSG00000031691
CENPT,ENSG00000102901
CENPV,ENSG00000166582
CENPW,ENSG00000203760
CEP104,ENSG00000116198
CEP112,ENSG00000154240
CEP120,ENSG00000168944
CEP128,ENSG00000100629
CEP135,ENSG00000174799
CEP152,ENSG00000103995
CEP170B,ENSG00000099814
CEP19,ENSG00000174007
CEP192,ENSG00000101639
CEP250,ENSG00000126001
CEP290,ENSG00000198707
CEP350,ENSG00000135837
CEP41,ENSG00000106477
CEP44,ENSG00000164118
CEP55,ENSG00000138180
CEP57,ENSG00000166037
CEP63,ENSG00000182923
CEP68,ENSG00000011523
CEP76,ENSG00000101624
CEP78,ENSG00000148019
CEP85,ENSG00000130695
CEP85L,ENSG00000111860
CEP89,ENSG00000121289
CEP97,ENSG00000182504
CEPT1,ENSG00000134255
CERCAM,ENSG00000167123
CERK,ENSG00000100422
CERKL,ENSG00000188452
CERS1,ENSG00000223802
CERS2,ENSG00000143418
CERS5,ENSG00000139624
CERS6,ENSG00000172292
CETN2,ENSG00000147400
CETN3,ENSG00000153140
CFC1,ENSG00000136698
CFC1B,ENSG00000152093
CFDP1,ENSG00000153774
CFL1,ENSG00000172757
CFL2,ENSG00000165410
CGGBP1,ENSG00000163320
CGN,ENSG00000143375
CGNL1,ENSG00000128849
CGREF1,ENSG00000138028
CGRRF1,ENSG00000100532
CHAC2,ENSG00000143942
CHAF1A,ENSG00000167670
CHAF1B,ENSG00000159259
CHAMP1,ENSG00000198824
CHCHD1,ENSG00000172586
CHCHD10,ENSG00000250479
CHCHD2,ENSG00000106153
CHCHD3,ENSG00000106554
CHCHD4,ENSG00000163528
CHCHD6,ENSG00000159685
CHD1,ENSG00000153922
CHD1L,ENSG00000131778
CHD2,ENSG00000173575
CHD3,ENSG00000170004
CHD4,ENSG00000111642
CHD7,ENSG00000171316
CHD9,ENSG00000177200
CHDH,ENSG00000016391
CHEK1,ENSG00000149554
CHEK2,ENSG00000183765
CHERP,ENSG00000085872
CHFR,ENSG00000072609
CHGA,ENSG00000100604
CHGB,ENSG00000089199
CHID1,ENSG00000177830
CHKA,ENSG00000110721
CHKB,ENSG00000100288
CHM,ENSG00000188419
CHML,ENSG00000203668
CHMP1A,ENSG00000131165
CHMP1B,ENSG00000255112
CHMP2A,ENSG00000130724
CHMP2B,ENSG00000083937
CHMP3,ENSG00000115561
CHMP4B,ENSG00000101421
CHMP4C,ENSG00000164695
CHMP6,ENSG00000176108
CHMP7,ENSG00000147457
CHN1,ENSG00000128656
CHN2,ENSG00000106069
CHODL,ENSG00000154645
CHP1,ENSG00000187446
CHPF,ENSG00000123989
CHPF2,ENSG00000033100
CHPT1,ENSG00000111666
CHRAC1,ENSG00000104472
CHRNA5,ENSG00000169684
CHRNB2,ENSG00000160716
CHST10,ENSG00000115526
CHST12,ENSG00000136213
CHST14,ENSG00000169105
CHST2,ENSG00000175040
CHST7,ENSG00000147119
CHST8,ENSG00000124302
CHST9,ENSG00000154080
CHSY1,ENSG00000131873
CHTF18,ENSG00000127586
CHTF8,ENSG00000168802
CHTOP,ENSG00000160679
CHUK,ENSG00000213341
CHURC1,ENSG00000258289
CHURC1-FNTB,ENSG00000125954
CIAO1,ENSG00000144021
CIAPIN1,ENSG00000005194
CIB1,ENSG00000185043
CIC,ENSG00000079432
CINP,ENSG00000100865
CIRBP,ENSG00000099622
CISD1,ENSG00000122873
CISD2,ENSG00000145354
CISD3,ENSG00000230055
CIT,ENSG00000122966
CIZ1,ENSG00000148337
CKAP2,ENSG00000136108
CKAP2L,ENSG00000169607
CKAP4,ENSG00000136026
CKAP5,ENSG00000175216
CKB,ENSG00000166165
CKMT1A,ENSG00000223572
CKS2,ENSG00000123975
CLASP1,ENSG00000074054
CLASP2,ENSG00000163539
CLASRP,ENSG00000104859
CLCC1,ENSG00000121940
CLCN3,ENSG00000109572
CLCN4,ENSG00000073464
CLCN5,ENSG00000171365
CLCN6,ENSG00000011021
CLCN7,ENSG00000103249
CLDN1,ENSG00000163347
CLDN12,ENSG00000157224
CLDN18,ENSG00000066405
CLDN3,ENSG00000165215
CLDN7,ENSG00000181885
CLDND1,ENSG00000080822
CLEC16A,ENSG00000038532
CLGN,ENSG00000153132
CLIC1,ENSG00000213719
CLINT1,ENSG00000113282
CLIP1,ENSG00000130779
CLIP2,ENSG00000106665
CLK1,ENSG00000013441
CLK2,ENSG00000176444
CLK3,ENSG00000179335
CLK4,ENSG00000113240
CLN5,ENSG00000102805
CLN6,ENSG00000128973
CLN8,ENSG00000182372
CLNS1A,ENSG00000074201
CLOCK,ENSG00000134852
CLP1,ENSG00000172409
CLPB,ENSG00000162129
CLPP,ENSG00000125656
CLPTM1,ENSG00000104853
CLPX,ENSG00000166855
CLRN3,ENSG00000180745
CLSPN,ENSG00000092853
CLSTN1,ENSG00000171603
CLSTN3,ENSG00000139182
CLTA,ENSG00000122705
CLTB,ENSG00000175416
CLTC,ENSG00000141367
CLTCL1,ENSG00000070371
CLU,ENSG00000120885
CLUAP1,ENSG00000103351
CLUH,ENSG00000132361
CLYBL,ENSG00000125246
CMAS,ENSG00000111726
CMBL,ENSG00000164237
CMC4,ENSG00000182712
CMIP,ENSG00000153815
CMPK1,ENSG00000162368
CMSS1,ENSG00000184220
CMTM3,ENSG00000140931
CMTM4,ENSG00000183723
CMTM6,ENSG00000091317
CMTM8,ENSG00000170293
CNBP,ENSG00000169714
CNDP2,ENSG00000133313
CNGA3,ENSG00000144191
CNIH2,ENSG00000174871
CNKSR3,ENSG00000153721
CNNM2,ENSG00000148842
CNNM3,ENSG00000168763
CNNM4,ENSG00000158158
CNOT1,ENSG00000125107
CNOT10,ENSG00000182973
CNOT11,ENSG00000158435
CNOT2,ENSG00000111596
CNOT3,ENSG00000088038
CNOT4,ENSG00000080802
CNOT6L,ENSG00000138767
CNOT7,ENSG00000198791
CNOT8,ENSG00000155508
CNPY2,ENSG00000257727
CNPY3,ENSG00000137161
CNPY4,ENSG00000166997
CNRIP1,ENSG00000119865
CNST,ENSG00000162852
CNTLN,ENSG00000044459
CNTN1,ENSG00000018236
CNTN4,ENSG00000144619
CNTNAP2,ENSG00000174469
CNTNAP3,ENSG00000106714
CNTRL,ENSG00000119397
CNTROB,ENSG00000170037
COA1,ENSG00000106603
COA3,ENSG00000183978
COA4,ENSG00000181924
COA5,ENSG00000183513
COA6,ENSG00000168275
COBLL1,ENSG00000082438
COCH,ENSG00000100473
COG1,ENSG00000166685
COG2,ENSG00000135775
COG3,ENSG00000136152
COG5,ENSG00000164597
COG6,ENSG00000133103
COG7,ENSG00000168434
COG8,ENSG00000213380
COIL,ENSG00000121058
COL18A1,ENSG00000182871
COL22A1,ENSG00000169436
COL4A1,ENSG00000187498
COL4A2,ENSG00000134871
COL4A3BP,ENSG00000113163
COL6A1,ENSG00000142156
COL6A2,ENSG00000142173
COL7A1,ENSG00000114270
COL9A2,ENSG00000049089
COLGALT1,ENSG00000130309
COMMD1,ENSG00000173163
COMMD10,ENSG00000145781
COMMD2,ENSG00000114744
COMMD3,ENSG00000148444
COMMD4,ENSG00000140365
COMMD5,ENSG00000170619
COMMD6,ENSG00000188243
COMMD7,ENSG00000149600
COMMD8,ENSG00000169019
COMMD9,ENSG00000110442
COMP,ENSG00000105664
COMT,ENSG00000093010
COMTD1,ENSG00000165644
COPA,ENSG00000122218
COPB2,ENSG00000184432
COPE,ENSG00000105669
COPG2,ENSG00000158623
COPRS,ENSG00000172301
COPS2,ENSG00000166200
COPS3,ENSG00000141030
COPS4,ENSG00000138663
COPS5,ENSG00000121022
COPS6,ENSG00000168090
COPS7A,ENSG00000111652
COPS7B,ENSG00000144524
COPZ1,ENSG00000111481
COQ10A,ENSG00000135469
COQ10B,ENSG00000115520
COQ2,ENSG00000173085
COQ3,ENSG00000132423
COQ4,ENSG00000167113
COQ5,ENSG00000110871
COQ6,ENSG00000119723
COQ7,ENSG00000167186
COQ9,ENSG00000088682
CORO1A,ENSG00000102879
CORO1B,ENSG00000172725
CORO1C,ENSG00000110880
CORO7,ENSG00000262246
COTL1,ENSG00000103187
COX10,ENSG00000006695
COX11,ENSG00000166260
COX14,ENSG00000178449
COX15,ENSG00000014919
COX16,ENSG00000133983
COX17,ENSG00000138495
COX18,ENSG00000163626
COX19,ENSG00000240230
COX20,ENSG00000203667
COX4I1,ENSG00000131143
COX5A,ENSG00000178741
COX5B,ENSG00000135940
COX6A1,ENSG00000111775
COX6B1,ENSG00000126267
COX6C,ENSG00000164919
COX7A2,ENSG00000112695
COX7A2L,ENSG00000115944
COX7B,ENSG00000131174
COX7C,ENSG00000127184
COX8A,ENSG00000176340
CPA1,ENSG00000091704
CPD,ENSG00000108582
CPE,ENSG00000109472
CPEB4,ENSG00000113742
CPLX1,ENSG00000168993
CPLX2,ENSG00000145920
CPM,ENSG00000135678
CPNE1,ENSG00000214078
CPNE2,ENSG00000140848
CPNE3,ENSG00000085719
CPOX,ENSG00000080819
CPPED1,ENSG00000103381
CPSF1,ENSG00000071894
CPSF2,ENSG00000165934
CPSF3,ENSG00000119203
CPSF4,ENSG00000160917
CPSF6,ENSG00000111605
CPSF7,ENSG00000149532
CPT1A,ENSG00000110090
CPT1C,ENSG00000169169
CPT2,ENSG00000157184
CRADD,ENSG00000169372
CRAT,ENSG00000095321
CRB3,ENSG00000130545
CRBN,ENSG00000113851
CRCP,ENSG00000241258
CREB1,ENSG00000118260
CREBBP,ENSG00000005339
CREBZF,ENSG00000137504
CREG1,ENSG00000143162
CRELD1,ENSG00000163703
CRELD2,ENSG00000184164
CRIP2,ENSG00000182809
CRIPT,ENSG00000119878
CRISPLD1,ENSG00000121005
CRK,ENSG00000167193
CRKL,ENSG00000099942
CRLF3,ENSG00000176390
CRLS1,ENSG00000088766
CRMP1,ENSG00000072832
CRNKL1,ENSG00000101343
CROCC,ENSG00000058453
CROT,ENSG00000005469
CRTAP,ENSG00000170275
CRTC1,ENSG00000105662
CRTC2,ENSG00000160741
CRTC3,ENSG00000140577
CRY1,ENSG00000008405
CRY2,ENSG00000121671
CRYBA2,ENSG00000163499
CRYBG3,ENSG00000080200
CRYGD,ENSG00000118231
CRYL1,ENSG00000165475
CRYM,ENSG00000103316
CRYZ,ENSG00000116791
CRYZL1,ENSG00000205758
CS,ENSG00000062485
CSDE1,ENSG00000009307
CSE1L,ENSG00000124207
CSGALNACT2,ENSG00000169826
CSK,ENSG00000103653
CSNK1A1,ENSG00000113712
CSNK1D,ENSG00000141551
CSNK1G2,ENSG00000133275
CSNK1G3,ENSG00000151292
CSNK2A1,ENSG00000101266
CSNK2A2,ENSG00000070770
CSNK2B,ENSG00000204435
CSRP1,ENSG00000159176
CSRP2,ENSG00000175183
CST3,ENSG00000101439
CSTB,ENSG00000160213
CSTF1,ENSG00000101138
CSTF2,ENSG00000101811
CSTF2T,ENSG00000177613
CSTF3,ENSG00000176102
CTBP1,ENSG00000159692
CTBP2,ENSG00000175029
CTC1,ENSG00000178971
CTCF,ENSG00000102974
CTDNEP1,ENSG00000175826
CTDP1,ENSG00000060069
CTDSP1,ENSG00000144579
CTDSP2,ENSG00000175215
CTDSPL,ENSG00000144677
CTDSPL2,ENSG00000137770
CTIF,ENSG00000134030
CTNNA1,ENSG00000044115
CTNNA2,ENSG00000066032
CTNNAL1,ENSG00000119326
CTNNB1,ENSG00000168036
CTNNBIP1,ENSG00000178585
CTNND1,ENSG00000198561
CTNND2,ENSG00000169862
CTPS1,ENSG00000171793
CTPS2,ENSG00000047230
CTR9,ENSG00000198730
CTSA,ENSG00000064601
CTSB,ENSG00000164733
CTSD,ENSG00000117984
CTSF,ENSG00000174080
CTSL,ENSG00000135047
CTSV,ENSG00000136943
CTTN,ENSG00000085733
CTTNBP2NL,ENSG00000143079
CTU1,ENSG00000142544
CTU2,ENSG00000174177
CUEDC2,ENSG00000107874
CUL1,ENSG00000055130
CUL2,ENSG00000108094
CUL3,ENSG00000036257
CUL4A,ENSG00000139842
CUL5,ENSG00000166266
CUL7,ENSG00000044090
CUL9,ENSG00000112659
CUTA,ENSG00000112514
CUTC,ENSG00000119929
CUX1,ENSG00000257923
CWC15,ENSG00000150316
CWC22,ENSG00000163510
CWC25,ENSG00000108296
CWC27,ENSG00000153015
CWF19L2,ENSG00000152404
CXADR,ENSG00000154639
CXORF56,ENSG00000018610
CXORF57,ENSG00000147231
CXXC1,ENSG00000154832
CXXC4,ENSG00000168772
CXXC5,ENSG00000171604
CYB561,ENSG00000008283
CYB561A3,ENSG00000162144
CYB5A,ENSG00000166347
CYB5B,ENSG00000103018
CYB5D2,ENSG00000167740
CYB5R1,ENSG00000159348
CYB5R3,ENSG00000100243
CYB5R4,ENSG00000065615
CYC1,ENSG00000179091
CYCS,ENSG00000172115
CYFIP1,ENSG00000068793
CYFIP2,ENSG00000055163
CYP1A1,ENSG00000140465
CYP20A1,ENSG00000119004
CYP27A1,ENSG00000135929
CYP2U1,ENSG00000155016
CYP46A1,ENSG00000036530
CYP4F3,ENSG00000186529
CYP51A1,ENSG00000001630
CYP7B1,ENSG00000172817
CYS1,ENSG00000205795
CYSTM1,ENSG00000120306
CYTH2,ENSG00000105443
D2HGDH,ENSG00000180902
DAAM1,ENSG00000100592
DACH1,ENSG00000165659
DACH2,ENSG00000126733
DAD1,ENSG00000129562
DAG1,ENSG00000173402
DAGLA,ENSG00000134780
DAGLB,ENSG00000164535
DAP,ENSG00000112977
DAP3,ENSG00000132676
DAPK1,ENSG00000196730
DAPK3,ENSG00000167657
DARS,ENSG00000115866
DARS2,ENSG00000117593
DAXX,ENSG00000204209
DAZAP1,ENSG00000071626
DBI,ENSG00000155368
DBN1,ENSG00000113758
DBNDD1,ENSG00000003249
DBNL,ENSG00000136279
DBR1,ENSG00000138231
DBT,ENSG00000137992
DCAF11,ENSG00000100897
DCAF13,ENSG00000164934
DCAF16,ENSG00000163257
DCAF6,ENSG00000143164
DCAF7,ENSG00000136485
DCAKD,ENSG00000172992
DCDC2,ENSG00000146038
DCHS1,ENSG00000166341
DCK,ENSG00000156136
DCLK2,ENSG00000170390
DCP1B,ENSG00000151065
DCP2,ENSG00000172795
DCPS,ENSG00000110063
DCTD,ENSG00000129187
DCTN2,ENSG00000175203
DCTN3,ENSG00000137100
DCTN4,ENSG00000132912
DCTN5,ENSG00000166847
DCTN6,ENSG00000104671
DCTPP1,ENSG00000179958
DCUN1D1,ENSG00000043093
DCUN1D2,ENSG00000150401
DCUN1D3,ENSG00000188215
DCUN1D4,ENSG00000109184
DCUN1D5,ENSG00000137692
DCX,ENSG00000077279
DCXR,ENSG00000169738
DDA1,ENSG00000130311
DDAH1,ENSG00000153904
DDAH2,ENSG00000213722
DDB1,ENSG00000167986
DDB2,ENSG00000134574
DDC,ENSG00000132437
DDHD1,ENSG00000100523
DDHD2,ENSG00000085788
DDI2,ENSG00000197312
DDOST,ENSG00000244038
DDR1,ENSG00000204580
DDRGK1,ENSG00000198171
DDT,ENSG00000099977
DDTL,ENSG00000099974
DDX1,ENSG00000079785
DDX10,ENSG00000178105
DDX11,ENSG00000013573
DDX17,ENSG00000100201
DDX18,ENSG00000088205
DDX19A,ENSG00000168872
DDX19B,ENSG00000157349
DDX20,ENSG00000064703
DDX21,ENSG00000165732
DDX23,ENSG00000174243
DDX25,ENSG00000109832
DDX27,ENSG00000124228
DDX28,ENSG00000182810
DDX39A,ENSG00000123136
DDX39B,ENSG00000198563
DDX3X,ENSG00000215301
DDX3Y,ENSG00000067048
DDX41,ENSG00000183258
DDX42,ENSG00000198231
DDX46,ENSG00000145833
DDX47,ENSG00000213782
DDX49,ENSG00000105671
DDX5,ENSG00000108654
DDX50,ENSG00000107625
DDX51,ENSG00000185163
DDX52,ENSG00000141141
DDX54,ENSG00000123064
DDX55,ENSG00000111364
DDX56,ENSG00000136271
DDX59,ENSG00000118197
DDX6,ENSG00000110367
DEAF1,ENSG00000177030
DECR2,ENSG00000242612
DEF8,ENSG00000140995
DEGS1,ENSG00000143753
DEK,ENSG00000124795
DENND1A,ENSG00000119522
DENND2A,ENSG00000146966
DENND4A,ENSG00000174485
DENND4C,ENSG00000137145
DENND5B,ENSG00000170456
DENND6A,ENSG00000174839
DENR,ENSG00000139726
DEPDC1B,ENSG00000035499
DEPDC5,ENSG00000100150
DERA,ENSG00000023697
DERL1,ENSG00000136986
DERL2,ENSG00000072849
DESI1,ENSG00000100418
DESI2,ENSG00000121644
DET1,ENSG00000140543
DFFA,ENSG00000160049
DFFB,ENSG00000169598
DGAT1,ENSG00000185000
DGCR2,ENSG00000070413
DGCR6,ENSG00000183628
DGCR6L,ENSG00000128185
DGCR8,ENSG00000128191
DGKD,ENSG00000077044
DGKQ,ENSG00000145214
DGKZ,ENSG00000149091
DGUOK,ENSG00000114956
DHCR24,ENSG00000116133
DHCR7,ENSG00000172893
DHDDS,ENSG00000117682
DHFR,ENSG00000228716
DHODH,ENSG00000102967
DHPS,ENSG00000095059
DHRS1,ENSG00000157379
DHRS11,ENSG00000108272
DHRS13,ENSG00000167536
DHRS2,ENSG00000100867
DHRS3,ENSG00000162496
DHRS4,ENSG00000157326
DHRS4L2,ENSG00000187630
DHRS7,ENSG00000100612
DHRS7B,ENSG00000109016
DHRSX,ENSG00000169084
DHTKD1,ENSG00000181192
DHX15,ENSG00000109606
DHX16,ENSG00000204560
DHX29,ENSG00000067248
DHX30,ENSG00000132153
DHX32,ENSG00000089876
DHX33,ENSG00000005100
DHX34,ENSG00000134815
DHX35,ENSG00000101452
DHX36,ENSG00000174953
DHX37,ENSG00000150990
DHX38,ENSG00000140829
DHX40,ENSG00000108406
DHX57,ENSG00000163214
DHX8,ENSG00000067596
DHX9,ENSG00000135829
DIABLO,ENSG00000184047
DIAPH1,ENSG00000131504
DIAPH2,ENSG00000147202
DIAPH3,ENSG00000139734
DICER1,ENSG00000100697
DIDO1,ENSG00000101191
DIEXF,ENSG00000117597
DIMT1,ENSG00000086189
DIP2A,ENSG00000160305
DIP2B,ENSG00000066084
DIP2C,ENSG00000151240
DIRAS1,ENSG00000176490
DIRC2,ENSG00000138463
DIS3,ENSG00000083520
DIS3L,ENSG00000166938
DIS3L2,ENSG00000144535
DISP2,ENSG00000140323
DKC1,ENSG00000130826
DKK3,ENSG00000050165
DLAT,ENSG00000150768
DLD,ENSG00000091140
DLG1,ENSG00000075711
DLG2,ENSG00000150672
DLG3,ENSG00000082458
DLG4,ENSG00000132535
DLG5,ENSG00000151208
DLGAP4,ENSG00000080845
DLGAP5,ENSG00000126787
DLL4,ENSG00000128917
DLST,ENSG00000119689
DLX6,ENSG00000006377
DMAP1,ENSG00000178028
DMD,ENSG00000198947
DMPK,ENSG00000104936
DMTN,ENSG00000158856
DMXL1,ENSG00000172869
DMXL2,ENSG00000104093
DNA2,ENSG00000138346
DNAAF2,ENSG00000165506
DNAH14,ENSG00000185842
DNAJA2,ENSG00000069345
DNAJA3,ENSG00000103423
DNAJA4,ENSG00000140403
DNAJB1,ENSG00000132002
DNAJB11,ENSG00000090520
DNAJB12,ENSG00000148719
DNAJB14,ENSG00000164031
DNAJB2,ENSG00000135924
DNAJB4,ENSG00000162616
DNAJB5,ENSG00000137094
DNAJB6,ENSG00000105993
DNAJB9,ENSG00000128590
DNAJC1,ENSG00000136770
DNAJC10,ENSG00000077232
DNAJC11,ENSG00000007923
DNAJC12,ENSG00000108176
DNAJC13,ENSG00000138246
DNAJC14,ENSG00000135392
DNAJC16,ENSG00000116138
DNAJC17,ENSG00000104129
DNAJC18,ENSG00000170464
DNAJC19,ENSG00000205981
DNAJC2,ENSG00000105821
DNAJC21,ENSG00000168724
DNAJC25,ENSG00000059769
DNAJC27,ENSG00000115137
DNAJC28,ENSG00000177692
DNAJC3,ENSG00000102580
DNAJC30,ENSG00000176410
DNAJC4,ENSG00000110011
DNAJC5,ENSG00000101152
DNAJC6,ENSG00000116675
DNAJC7,ENSG00000168259
DNAJC8,ENSG00000126698
DNAJC9,ENSG00000213551
DNASE1L1,ENSG00000013563
DNM1,ENSG00000106976
DNM1L,ENSG00000087470
DNM2,ENSG00000079805
DNMBP,ENSG00000107554
DNMT1,ENSG00000130816
DNMT3A,ENSG00000119772
DNPH1,ENSG00000112667
DNTTIP1,ENSG00000101457
DNTTIP2,ENSG00000067334
DOCK1,ENSG00000150760
DOCK10,ENSG00000135905
DOCK3,ENSG00000088538
DOCK5,ENSG00000147459
DOCK6,ENSG00000130158
DOCK7,ENSG00000116641
DOCK8,ENSG00000107099
DOCK9,ENSG00000088387
DOHH,ENSG00000129932
DOK1,ENSG00000115325
DOK3,ENSG00000146094
DOLPP1,ENSG00000167130
DONSON,ENSG00000159147
DOPEY1,ENSG00000083097
DOPEY2,ENSG00000142197
DOT1L,ENSG00000104885
DPAGT1,ENSG00000172269
DPCD,ENSG00000166171
DPF2,ENSG00000133884
DPH1,ENSG00000108963
DPH3,ENSG00000154813
DPH5,ENSG00000117543
DPH6,ENSG00000134146
DPH7,ENSG00000148399
DPM1,ENSG00000000419
DPM3,ENSG00000179085
DPP10,ENSG00000175497
DPP3,ENSG00000254986
DPP4,ENSG00000197635
DPP6,ENSG00000130226
DPP7,ENSG00000176978
DPP8,ENSG00000074603
DPP9,ENSG00000142002
DPY19L3,ENSG00000178904
DPY19L4,ENSG00000156162
DPY30,ENSG00000162961
DPYSL2,ENSG00000092964
DPYSL4,ENSG00000151640
DPYSL5,ENSG00000157851
DR1,ENSG00000117505
DRAM2,ENSG00000156171
DRG1,ENSG00000185721
DRG2,ENSG00000108591
DROSHA,ENSG00000113360
DSC2,ENSG00000134755
DSCC1,ENSG00000136982
DSCR3,ENSG00000157538
DSG2,ENSG00000046604
DSN1,ENSG00000149636
DSP,ENSG00000096696
DST,ENSG00000151914
DSTN,ENSG00000125868
DSTYK,ENSG00000133059
DTD1,ENSG00000125821
DTD2,ENSG00000129480
DTL,ENSG00000143476
DTNB,ENSG00000138101
DTNBP1,ENSG00000047579
DTWD1,ENSG00000104047
DTWD2,ENSG00000169570
DTX3,ENSG00000178498
DTYMK,ENSG00000168393
DUS1L,ENSG00000169718
DUS3L,ENSG00000141994
DUS4L,ENSG00000105865
DUSP11,ENSG00000144048
DUSP12,ENSG00000081721
DUSP22,ENSG00000112679
DUSP23,ENSG00000158716
DUSP26,ENSG00000133878
DUSP3,ENSG00000108861
DUSP7,ENSG00000164086
DUSP9,ENSG00000130829
DUT,ENSG00000128951
DVL1,ENSG00000107404
DVL2,ENSG00000004975
DVL3,ENSG00000161202
DYM,ENSG00000141627
DYNC1I2,ENSG00000077380
DYNC1LI1,ENSG00000144635
DYNC1LI2,ENSG00000135720
DYNC2H1,ENSG00000187240
DYNC2LI1,ENSG00000138036
DYNLL1,ENSG00000088986
DYNLL2,ENSG00000121083
DYNLRB1,ENSG00000125971
DYNLT3,ENSG00000165169
DYRK1A,ENSG00000157540
DYRK1B,ENSG00000105204
DYRK2,ENSG00000127334
DZANK1,ENSG00000089091
DZIP3,ENSG00000198919
E2F1,ENSG00000101412
E2F4,ENSG00000205250
E2F5,ENSG00000133740
E2F6,ENSG00000169016
E4F1,ENSG00000167967
EAF1,ENSG00000144597
EAPP,ENSG00000129518
EBAG9,ENSG00000147654
EBF1,ENSG00000164330
EBF3,ENSG00000108001
EBF4,ENSG00000088881
EBNA1BP2,ENSG00000117395
EBP,ENSG00000147155
EBPL,ENSG00000123179
ECD,ENSG00000122882
ECEL1,ENSG00000171551
ECH1,ENSG00000104823
ECHDC1,ENSG00000093144
ECHDC3,ENSG00000134463
ECHS1,ENSG00000127884
ECI1,ENSG00000167969
ECI2,ENSG00000198721
ECSIT,ENSG00000130159
ECT2,ENSG00000114346
EDARADD,ENSG00000186197
EDC3,ENSG00000179151
EDC4,ENSG00000038358
EDEM1,ENSG00000134109
EDEM3,ENSG00000116406
EDF1,ENSG00000107223
EDIL3,ENSG00000164176
EEA1,ENSG00000102189
EED,ENSG00000074266
EEF1A1,ENSG00000156508
EEF1A2,ENSG00000101210
EEF1B2,ENSG00000114942
EEF1D,ENSG00000104529
EEF1E1,ENSG00000124802
EEF1G,ENSG00000254772
EEF2,ENSG00000167658
EEF2K,ENSG00000103319
EEFSEC,ENSG00000132394
EFCAB14,ENSG00000159658
EFCAB7,ENSG00000203965
EFHC1,ENSG00000096093
EFHD2,ENSG00000142634
EFNA5,ENSG00000184349
EFNB1,ENSG00000090776
EFNB3,ENSG00000108947
EFR3B,ENSG00000084710
EFTUD2,ENSG00000108883
EGFL7,ENSG00000172889
EGLN1,ENSG00000135766
EHBP1,ENSG00000115504
EHBP1L1,ENSG00000173442
EHD1,ENSG00000110047
EHD3,ENSG00000013016
EHHADH,ENSG00000113790
EHMT1,ENSG00000181090
EHMT2,ENSG00000204371
EI24,ENSG00000149547
EIF1,ENSG00000173812
EIF1AD,ENSG00000175376
EIF1AX,ENSG00000173674
EIF1AY,ENSG00000198692
EIF1B,ENSG00000114784
EIF2A,ENSG00000144895
EIF2AK3,ENSG00000172071
EIF2AK4,ENSG00000128829
EIF2B1,ENSG00000111361
EIF2B2,ENSG00000119718
EIF2B3,ENSG00000070785
EIF2B4,ENSG00000115211
EIF2B5,ENSG00000145191
EIF2D,ENSG00000143486
EIF2S1,ENSG00000134001
EIF2S2,ENSG00000125977
EIF2S3,ENSG00000130741
EIF3A,ENSG00000107581
EIF3B,ENSG00000106263
EIF3C,ENSG00000184110
EIF3D,ENSG00000100353
EIF3E,ENSG00000104408
EIF3F,ENSG00000175390
EIF3G,ENSG00000130811
EIF3H,ENSG00000147677
EIF3I,ENSG00000084623
EIF3J,ENSG00000104131
EIF3K,ENSG00000178982
EIF3L,ENSG00000100129
EIF3M,ENSG00000149100
EIF4A1,ENSG00000161960
EIF4A3,ENSG00000141543
EIF4B,ENSG00000063046
EIF4E2,ENSG00000135930
EIF4EBP1,ENSG00000187840
EIF4EBP2,ENSG00000148730
EIF4ENIF1,ENSG00000184708
EIF4G1,ENSG00000114867
EIF4G2,ENSG00000110321
EIF4G3,ENSG00000075151
EIF4H,ENSG00000106682
EIF5,ENSG00000100664
EIF5A,ENSG00000132507
EIF5A2,ENSG00000163577
EIF5B,ENSG00000158417
EIF6,ENSG00000242372
ELAC1,ENSG00000141642
ELAC2,ENSG00000006744
ELAVL1,ENSG00000066044
ELAVL3,ENSG00000196361
ELAVL4,ENSG00000162374
ELF2,ENSG00000109381
ELL,ENSG00000105656
ELL2,ENSG00000118985
ELMO2,ENSG00000062598
ELMO3,ENSG00000102890
ELMOD2,ENSG00000179387
ELMSAN1,ENSG00000156030
ELOF1,ENSG00000130165
ELOVL1,ENSG00000066322
ELOVL2,ENSG00000197977
ELOVL4,ENSG00000118402
ELOVL5,ENSG00000012660
ELP2,ENSG00000134759
ELP3,ENSG00000134014
ELP4,ENSG00000109911
ELP5,ENSG00000170291
ELP6,ENSG00000163832
EMC1,ENSG00000127463
EMC10,ENSG00000161671
EMC2,ENSG00000104412
EMC3,ENSG00000125037
EMC4,ENSG00000128463
EMC6,ENSG00000127774
EMC8,ENSG00000131148
EMD,ENSG00000102119
EME1,ENSG00000154920
EMID1,ENSG00000186998
EMILIN3,ENSG00000183798
EML1,ENSG00000066629
EML2,ENSG00000125746
EML3,ENSG00000149499
EML4,ENSG00000143924
EML5,ENSG00000165521
EML6,ENSG00000214595
ENAH,ENSG00000154380
ENDOG,ENSG00000167136
